"IUCN","IUCN Category","SPEC","Species","COU","Country","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"TOT_KNOWN","Total number of known species","MARINE_F","Marine Fish","TUR","Turkey","NBR","Number","0","Units",,,480,,
"TOT_KNOWN","Total number of known species","FRESHW_F","Freshwater Fish","TUR","Turkey","NBR","Number","0","Units",,,236,,
"TOT_KNOWN","Total number of known species","FISH_TOT","Fish","GBR","United Kingdom","NBR","Number","0","Units",,,82,,
"TOT_KNOWN","Total number of known species","FRESHW_F","Freshwater Fish","GBR","United Kingdom","NBR","Number","0","Units",,,20,,
"TOT_KNOWN_IND","Total number of indigenous known species","FISH_TOT","Fish","GBR","United Kingdom","NBR","Number","0","Units",,,70,,
"ENDANGERED","Number of endangered species","FRESHW_F","Freshwater Fish","GBR","United Kingdom","NBR","Number","0","Units",,,3,,
"VULNERABLE","Number of vulnerable species","FRESHW_F","Freshwater Fish","GBR","United Kingdom","NBR","Number","0","Units",,,1,,
"THREATENED","Total number of threatened species","FRESHW_F","Freshwater Fish","GBR","United Kingdom","NBR","Number","0","Units",,,4,,
"ENDANGERED_IND","Number of endangered indigenous species","FISH_TOT","Fish","GBR","United Kingdom","NBR","Number","0","Units",,,11,,
"ENDANGERED_IND","Number of endangered indigenous species","FRESHW_F","Freshwater Fish","GBR","United Kingdom","NBR","Number","0","Units",,,1,,
"CRITICAL_IND","Number of critically endangered indigenous species","FISH_TOT","Fish","GBR","United Kingdom","NBR","Number","0","Units",,,7,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FISH_TOT","Fish","GBR","United Kingdom","NBR","Number","0","Units",,,24,,
"THREATENED_IND","Total number of indigenous threatened species","FISH_TOT","Fish","GBR","United Kingdom","NBR","Number","0","Units",,,42,,
"THREATENED_IND","Total number of indigenous threatened species","FRESHW_F","Freshwater Fish","GBR","United Kingdom","NBR","Number","0","Units",,,1,,
"THREAT_PERCENT","Threatened species as % of known species","FRESHW_F","Freshwater Fish","GBR","United Kingdom","PC","Percentage","0","Units",,,20,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FISH_TOT","Fish","GBR","United Kingdom","PC","Percentage","0","Units",,,60,,
"TOT_KNOWN","Total number of known species","FRESHW_F","Freshwater Fish","USA","United States","NBR","Number","0","Units",,,882,,
"TOT_KNOWN_IND","Total number of indigenous known species","FRESHW_F","Freshwater Fish","USA","United States","NBR","Number","0","Units",,,808,,
"ENDANGERED","Number of endangered species","FRESHW_F","Freshwater Fish","USA","United States","NBR","Number","0","Units",,,72,,
"CRITICAL","Number of critically endangered species","FRESHW_F","Freshwater Fish","USA","United States","NBR","Number","0","Units",,,99,,
"VULNERABLE","Number of vulnerable species","FRESHW_F","Freshwater Fish","USA","United States","NBR","Number","0","Units",,,109,,
"THREATENED","Total number of threatened species","FRESHW_F","Freshwater Fish","USA","United States","NBR","Number","0","Units",,,280,,
"ENDANGERED_IND","Number of endangered indigenous species","FRESHW_F","Freshwater Fish","USA","United States","NBR","Number","0","Units",,,71,,
"CRITICAL_IND","Number of critically endangered indigenous species","FRESHW_F","Freshwater Fish","USA","United States","NBR","Number","0","Units",,,98,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FRESHW_F","Freshwater Fish","USA","United States","NBR","Number","0","Units",,,109,,
"THREATENED_IND","Total number of indigenous threatened species","FRESHW_F","Freshwater Fish","USA","United States","NBR","Number","0","Units",,,278,,
"THREAT_PERCENT","Threatened species as % of known species","FRESHW_F","Freshwater Fish","USA","United States","PC","Percentage","0","Units",,,31.746,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FRESHW_F","Freshwater Fish","USA","United States","PC","Percentage","0","Units",,,34.406,,
"TOT_KNOWN_IND","Total number of indigenous known species","FISH_TOT","Fish","CHL","Chile","NBR","Number","0","Units",,,1226,,
"TOT_KNOWN_IND","Total number of indigenous known species","MARINE_F","Marine Fish","CHL","Chile","NBR","Number","0","Units",,,1182,,
"TOT_KNOWN_IND","Total number of indigenous known species","FRESHW_F","Freshwater Fish","CHL","Chile","NBR","Number","0","Units",,,44,,
"ENDANGERED","Number of endangered species","FISH_TOT","Fish","CHL","Chile","NBR","Number","0","Units",,,23,,
"ENDANGERED","Number of endangered species","FRESHW_F","Freshwater Fish","CHL","Chile","NBR","Number","0","Units",,,23,,
"VULNERABLE","Number of vulnerable species","FISH_TOT","Fish","CHL","Chile","NBR","Number","0","Units",,,14,,
"VULNERABLE","Number of vulnerable species","MARINE_F","Marine Fish","CHL","Chile","NBR","Number","0","Units",,,1,,
"VULNERABLE","Number of vulnerable species","FRESHW_F","Freshwater Fish","CHL","Chile","NBR","Number","0","Units",,,13,,
"THREATENED","Total number of threatened species","FISH_TOT","Fish","CHL","Chile","NBR","Number","0","Units",,,38,,
"THREATENED","Total number of threatened species","MARINE_F","Marine Fish","CHL","Chile","NBR","Number","0","Units",,,1,,
"THREATENED","Total number of threatened species","FRESHW_F","Freshwater Fish","CHL","Chile","NBR","Number","0","Units",,,37,,
"ENDANGERED_IND","Number of endangered indigenous species","FISH_TOT","Fish","CHL","Chile","NBR","Number","0","Units",,,23,,
"ENDANGERED_IND","Number of endangered indigenous species","FRESHW_F","Freshwater Fish","CHL","Chile","NBR","Number","0","Units",,,23,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FISH_TOT","Fish","CHL","Chile","NBR","Number","0","Units",,,14,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MARINE_F","Marine Fish","CHL","Chile","NBR","Number","0","Units",,,1,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FRESHW_F","Freshwater Fish","CHL","Chile","NBR","Number","0","Units",,,13,,
"THREATENED_IND","Total number of indigenous threatened species","FISH_TOT","Fish","CHL","Chile","NBR","Number","0","Units",,,38,,
"THREATENED_IND","Total number of indigenous threatened species","MARINE_F","Marine Fish","CHL","Chile","NBR","Number","0","Units",,,1,,
"THREATENED_IND","Total number of indigenous threatened species","FRESHW_F","Freshwater Fish","CHL","Chile","NBR","Number","0","Units",,,37,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FISH_TOT","Fish","CHL","Chile","PC","Percentage","0","Units",,,3.1,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","MARINE_F","Marine Fish","CHL","Chile","PC","Percentage","0","Units",,,0.085,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FRESHW_F","Freshwater Fish","CHL","Chile","PC","Percentage","0","Units",,,84.091,,
"TOT_KNOWN","Total number of known species","FISH_TOT","Fish","EST","Estonia","NBR","Number","0","Units",,,85,,
"TOT_KNOWN","Total number of known species","MARINE_F","Marine Fish","EST","Estonia","NBR","Number","0","Units",,,64,,
"TOT_KNOWN","Total number of known species","FRESHW_F","Freshwater Fish","EST","Estonia","NBR","Number","0","Units",,,41,,
"TOT_KNOWN_IND","Total number of indigenous known species","FISH_TOT","Fish","EST","Estonia","NBR","Number","0","Units",,,65,,
"TOT_KNOWN_IND","Total number of indigenous known species","MARINE_F","Marine Fish","EST","Estonia","NBR","Number","0","Units",,,54,,
"TOT_KNOWN_IND","Total number of indigenous known species","FRESHW_F","Freshwater Fish","EST","Estonia","NBR","Number","0","Units",,,38,,
"ENDANGERED","Number of endangered species","FISH_TOT","Fish","EST","Estonia","NBR","Number","0","Units",,,1,,
"CRITICAL","Number of critically endangered species","FISH_TOT","Fish","EST","Estonia","NBR","Number","0","Units",,,4,,
"CRITICAL","Number of critically endangered species","MARINE_F","Marine Fish","EST","Estonia","NBR","Number","0","Units",,,2,,
"CRITICAL","Number of critically endangered species","FRESHW_F","Freshwater Fish","EST","Estonia","NBR","Number","0","Units",,,4,,
"VULNERABLE","Number of vulnerable species","FISH_TOT","Fish","EST","Estonia","NBR","Number","0","Units",,,1,,
"VULNERABLE","Number of vulnerable species","FRESHW_F","Freshwater Fish","EST","Estonia","NBR","Number","0","Units",,,1,,
"THREATENED","Total number of threatened species","FISH_TOT","Fish","EST","Estonia","NBR","Number","0","Units",,,6,,
"THREATENED","Total number of threatened species","MARINE_F","Marine Fish","EST","Estonia","NBR","Number","0","Units",,,2,,
"THREATENED","Total number of threatened species","FRESHW_F","Freshwater Fish","EST","Estonia","NBR","Number","0","Units",,,5,,
"ENDANGERED_IND","Number of endangered indigenous species","FISH_TOT","Fish","EST","Estonia","NBR","Number","0","Units",,,1,,
"CRITICAL_IND","Number of critically endangered indigenous species","FISH_TOT","Fish","EST","Estonia","NBR","Number","0","Units",,,4,,
"CRITICAL_IND","Number of critically endangered indigenous species","MARINE_F","Marine Fish","EST","Estonia","NBR","Number","0","Units",,,2,,
"CRITICAL_IND","Number of critically endangered indigenous species","FRESHW_F","Freshwater Fish","EST","Estonia","NBR","Number","0","Units",,,4,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FISH_TOT","Fish","EST","Estonia","NBR","Number","0","Units",,,1,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FRESHW_F","Freshwater Fish","EST","Estonia","NBR","Number","0","Units",,,1,,
"THREATENED_IND","Total number of indigenous threatened species","FISH_TOT","Fish","EST","Estonia","NBR","Number","0","Units",,,6,,
"THREATENED_IND","Total number of indigenous threatened species","MARINE_F","Marine Fish","EST","Estonia","NBR","Number","0","Units",,,2,,
"THREATENED_IND","Total number of indigenous threatened species","FRESHW_F","Freshwater Fish","EST","Estonia","NBR","Number","0","Units",,,5,,
"THREAT_PERCENT","Threatened species as % of known species","FISH_TOT","Fish","EST","Estonia","PC","Percentage","0","Units",,,7.059,,
"THREAT_PERCENT","Threatened species as % of known species","MARINE_F","Marine Fish","EST","Estonia","PC","Percentage","0","Units",,,3.125,,
"THREAT_PERCENT","Threatened species as % of known species","FRESHW_F","Freshwater Fish","EST","Estonia","PC","Percentage","0","Units",,,12.195,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FISH_TOT","Fish","EST","Estonia","PC","Percentage","0","Units",,,9.231,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","MARINE_F","Marine Fish","EST","Estonia","PC","Percentage","0","Units",,,3.704,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FRESHW_F","Freshwater Fish","EST","Estonia","PC","Percentage","0","Units",,,13.158,,
"TOT_KNOWN","Total number of known species","FRESHW_F","Freshwater Fish","RUS","Russia","NBR","Number","0","Units",,,277,,
"THREATENED","Total number of threatened species","FRESHW_F","Freshwater Fish","RUS","Russia","NBR","Number","0","Units",,,34,,
"THREAT_PERCENT","Threatened species as % of known species","FRESHW_F","Freshwater Fish","RUS","Russia","PC","Percentage","0","Units",,,12.274,,
"TOT_KNOWN","Total number of known species","FISH_TOT","Fish","SVN","Slovenia","NBR","Number","0","Units",,,273,,
"TOT_KNOWN","Total number of known species","MARINE_F","Marine Fish","SVN","Slovenia","NBR","Number","0","Units",,,188,,
"TOT_KNOWN","Total number of known species","FRESHW_F","Freshwater Fish","SVN","Slovenia","NBR","Number","0","Units",,,85,,
"ENDANGERED","Number of endangered species","FISH_TOT","Fish","SVN","Slovenia","NBR","Number","0","Units",,,40,,
"ENDANGERED","Number of endangered species","MARINE_F","Marine Fish","SVN","Slovenia","NBR","Number","0","Units",,,9,,
"ENDANGERED","Number of endangered species","FRESHW_F","Freshwater Fish","SVN","Slovenia","NBR","Number","0","Units",,,31,,
"VULNERABLE","Number of vulnerable species","FISH_TOT","Fish","SVN","Slovenia","NBR","Number","0","Units",,,10,,
"VULNERABLE","Number of vulnerable species","MARINE_F","Marine Fish","SVN","Slovenia","NBR","Number","0","Units",,,1,,
"VULNERABLE","Number of vulnerable species","FRESHW_F","Freshwater Fish","SVN","Slovenia","NBR","Number","0","Units",,,9,,
"THREATENED","Total number of threatened species","FISH_TOT","Fish","SVN","Slovenia","NBR","Number","0","Units",,,50,,
"THREATENED","Total number of threatened species","MARINE_F","Marine Fish","SVN","Slovenia","NBR","Number","0","Units",,,10,,
"THREATENED","Total number of threatened species","FRESHW_F","Freshwater Fish","SVN","Slovenia","NBR","Number","0","Units",,,40,,
"ENDANGERED_IND","Number of endangered indigenous species","FISH_TOT","Fish","SVN","Slovenia","NBR","Number","0","Units",,,40,,
"ENDANGERED_IND","Number of endangered indigenous species","MARINE_F","Marine Fish","SVN","Slovenia","NBR","Number","0","Units",,,9,,
"ENDANGERED_IND","Number of endangered indigenous species","FRESHW_F","Freshwater Fish","SVN","Slovenia","NBR","Number","0","Units",,,31,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FISH_TOT","Fish","SVN","Slovenia","NBR","Number","0","Units",,,10,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MARINE_F","Marine Fish","SVN","Slovenia","NBR","Number","0","Units",,,1,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FRESHW_F","Freshwater Fish","SVN","Slovenia","NBR","Number","0","Units",,,9,,
"THREATENED_IND","Total number of indigenous threatened species","FISH_TOT","Fish","SVN","Slovenia","NBR","Number","0","Units",,,50,,
"THREATENED_IND","Total number of indigenous threatened species","MARINE_F","Marine Fish","SVN","Slovenia","NBR","Number","0","Units",,,10,,
"THREATENED_IND","Total number of indigenous threatened species","FRESHW_F","Freshwater Fish","SVN","Slovenia","NBR","Number","0","Units",,,40,,
"THREAT_PERCENT","Threatened species as % of known species","FISH_TOT","Fish","SVN","Slovenia","PC","Percentage","0","Units",,,18.315,,
"THREAT_PERCENT","Threatened species as % of known species","MARINE_F","Marine Fish","SVN","Slovenia","PC","Percentage","0","Units",,,5.319,,
"THREAT_PERCENT","Threatened species as % of known species","FRESHW_F","Freshwater Fish","SVN","Slovenia","PC","Percentage","0","Units",,,47.059,,
"CRITICAL","Number of critically endangered species","FISH_TOT","Fish","CHL","Chile","NBR","Number","0","Units",,,1,,
"CRITICAL","Number of critically endangered species","FRESHW_F","Freshwater Fish","CHL","Chile","NBR","Number","0","Units",,,1,,
"CRITICAL_IND","Number of critically endangered indigenous species","FISH_TOT","Fish","CHL","Chile","NBR","Number","0","Units",,,1,,
"CRITICAL_IND","Number of critically endangered indigenous species","FRESHW_F","Freshwater Fish","CHL","Chile","NBR","Number","0","Units",,,1,,
"TOT_KNOWN","Total number of known species","FISH_TOT","Fish","FRA","France","NBR","Number","0","Units",,,65,,
"ENDANGERED","Number of endangered species","FISH_TOT","Fish","ITA","Italy","NBR","Number","0","Units",,,10,,
"ENDANGERED","Number of endangered species","MARINE_F","Marine Fish","ITA","Italy","NBR","Number","0","Units",,,4,,
"CRITICAL","Number of critically endangered species","FISH_TOT","Fish","ITA","Italy","NBR","Number","0","Units",,,20,,
"CRITICAL","Number of critically endangered species","MARINE_F","Marine Fish","ITA","Italy","NBR","Number","0","Units",,,9,,
"VULNERABLE","Number of vulnerable species","FISH_TOT","Fish","ITA","Italy","NBR","Number","0","Units",,,9,,
"VULNERABLE","Number of vulnerable species","MARINE_F","Marine Fish","ITA","Italy","NBR","Number","0","Units",,,1,,
"THREATENED","Total number of threatened species","FISH_TOT","Fish","ITA","Italy","NBR","Number","0","Units",,,39,,
"THREATENED","Total number of threatened species","MARINE_F","Marine Fish","ITA","Italy","NBR","Number","0","Units",,,14,,
"THREAT_PERCENT","Threatened species as % of known species","FISH_TOT","Fish","ITA","Italy","PC","Percentage","0","Units",,,22.543,,
"THREAT_PERCENT","Threatened species as % of known species","MARINE_F","Marine Fish","ITA","Italy","PC","Percentage","0","Units",,,18.421,,
"TOT_KNOWN","Total number of known species","FISH_TOT","Fish","NZL","New Zealand","NBR","Number","0","Units",,,291,,
"TOT_KNOWN","Total number of known species","MARINE_F","Marine Fish","NZL","New Zealand","NBR","Number","0","Units",,,214,,
"TOT_KNOWN_IND","Total number of indigenous known species","FISH_TOT","Fish","NZL","New Zealand","NBR","Number","0","Units",,,261,,
"TOT_KNOWN_IND","Total number of indigenous known species","MARINE_F","Marine Fish","NZL","New Zealand","NBR","Number","0","Units",,,204,,
"ENDANGERED","Number of endangered species","FISH_TOT","Fish","NZL","New Zealand","NBR","Number","0","Units",,,6,,
"ENDANGERED","Number of endangered species","MARINE_F","Marine Fish","NZL","New Zealand","NBR","Number","0","Units",,,0,,
"CRITICAL","Number of critically endangered species","FISH_TOT","Fish","NZL","New Zealand","NBR","Number","0","Units",,,5,,
"CRITICAL","Number of critically endangered species","MARINE_F","Marine Fish","NZL","New Zealand","NBR","Number","0","Units",,,0,,
"VULNERABLE","Number of vulnerable species","FISH_TOT","Fish","NZL","New Zealand","NBR","Number","0","Units",,,10,,
"VULNERABLE","Number of vulnerable species","MARINE_F","Marine Fish","NZL","New Zealand","NBR","Number","0","Units",,,0,,
"THREATENED","Total number of threatened species","FISH_TOT","Fish","NZL","New Zealand","NBR","Number","0","Units",,,21,,
"THREATENED","Total number of threatened species","MARINE_F","Marine Fish","NZL","New Zealand","NBR","Number","0","Units",,,0,,
"ENDANGERED_IND","Number of endangered indigenous species","FISH_TOT","Fish","NZL","New Zealand","NBR","Number","0","Units",,,6,,
"ENDANGERED_IND","Number of endangered indigenous species","MARINE_F","Marine Fish","NZL","New Zealand","NBR","Number","0","Units",,,0,,
"CRITICAL_IND","Number of critically endangered indigenous species","FISH_TOT","Fish","NZL","New Zealand","NBR","Number","0","Units",,,5,,
"CRITICAL_IND","Number of critically endangered indigenous species","MARINE_F","Marine Fish","NZL","New Zealand","NBR","Number","0","Units",,,0,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FISH_TOT","Fish","NZL","New Zealand","NBR","Number","0","Units",,,10,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MARINE_F","Marine Fish","NZL","New Zealand","NBR","Number","0","Units",,,0,,
"THREATENED_IND","Total number of indigenous threatened species","FISH_TOT","Fish","NZL","New Zealand","NBR","Number","0","Units",,,21,,
"THREATENED_IND","Total number of indigenous threatened species","MARINE_F","Marine Fish","NZL","New Zealand","NBR","Number","0","Units",,,0,,
"THREAT_PERCENT","Threatened species as % of known species","FISH_TOT","Fish","NZL","New Zealand","PC","Percentage","0","Units",,,7.216,,
"THREAT_PERCENT","Threatened species as % of known species","MARINE_F","Marine Fish","NZL","New Zealand","PC","Percentage","0","Units",,,0,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FISH_TOT","Fish","NZL","New Zealand","PC","Percentage","0","Units",,,8.046,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","MARINE_F","Marine Fish","NZL","New Zealand","PC","Percentage","0","Units",,,0,,
"TOT_KNOWN","Total number of known species","FISH_TOT","Fish","DEU","Germany","NBR","Number","0","Units",,,186,,
"TOT_KNOWN","Total number of known species","MARINE_F","Marine Fish","DEU","Germany","NBR","Number","0","Units",,,93,,
"TOT_KNOWN_IND","Total number of indigenous known species","FISH_TOT","Fish","DEU","Germany","NBR","Number","0","Units",,,172,,
"TOT_KNOWN_IND","Total number of indigenous known species","MARINE_F","Marine Fish","DEU","Germany","NBR","Number","0","Units",,,93,,
"ENDANGERED","Number of endangered species","FISH_TOT","Fish","DEU","Germany","NBR","Number","0","Units",,,14,,
"ENDANGERED","Number of endangered species","MARINE_F","Marine Fish","DEU","Germany","NBR","Number","0","Units",,,5,,
"CRITICAL","Number of critically endangered species","FISH_TOT","Fish","DEU","Germany","NBR","Number","0","Units",,,12,,
"CRITICAL","Number of critically endangered species","MARINE_F","Marine Fish","DEU","Germany","NBR","Number","0","Units",,,4,,
"VULNERABLE","Number of vulnerable species","FISH_TOT","Fish","DEU","Germany","NBR","Number","0","Units",,,23,,
"VULNERABLE","Number of vulnerable species","MARINE_F","Marine Fish","DEU","Germany","NBR","Number","0","Units",,,12,,
"THREATENED","Total number of threatened species","FISH_TOT","Fish","DEU","Germany","NBR","Number","0","Units",,,49,,
"THREATENED","Total number of threatened species","MARINE_F","Marine Fish","DEU","Germany","NBR","Number","0","Units",,,21,,
"ENDANGERED_IND","Number of endangered indigenous species","FISH_TOT","Fish","DEU","Germany","NBR","Number","0","Units",,,14,,
"ENDANGERED_IND","Number of endangered indigenous species","MARINE_F","Marine Fish","DEU","Germany","NBR","Number","0","Units",,,5,,
"CRITICAL_IND","Number of critically endangered indigenous species","FISH_TOT","Fish","DEU","Germany","NBR","Number","0","Units",,,12,,
"CRITICAL_IND","Number of critically endangered indigenous species","MARINE_F","Marine Fish","DEU","Germany","NBR","Number","0","Units",,,4,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FISH_TOT","Fish","DEU","Germany","NBR","Number","0","Units",,,23,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MARINE_F","Marine Fish","DEU","Germany","NBR","Number","0","Units",,,12,,
"THREATENED_IND","Total number of indigenous threatened species","FISH_TOT","Fish","DEU","Germany","NBR","Number","0","Units",,,49,,
"THREATENED_IND","Total number of indigenous threatened species","MARINE_F","Marine Fish","DEU","Germany","NBR","Number","0","Units",,,21,,
"THREAT_PERCENT","Threatened species as % of known species","FISH_TOT","Fish","DEU","Germany","PC","Percentage","0","Units",,,26.344,,
"THREAT_PERCENT","Threatened species as % of known species","MARINE_F","Marine Fish","DEU","Germany","PC","Percentage","0","Units",,,22.581,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FISH_TOT","Fish","DEU","Germany","PC","Percentage","0","Units",,,28.488,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","MARINE_F","Marine Fish","DEU","Germany","PC","Percentage","0","Units",,,22.581,,
"TOT_KNOWN","Total number of known species","MARINE_F","Marine Fish","KOR","Korea","NBR","Number","0","Units",,,1070,,
"TOT_KNOWN","Total number of known species","FRESHW_F","Freshwater Fish","KOR","Korea","NBR","Number","0","Units",,,202,,
"ENDANGERED_IND","Number of endangered indigenous species","FRESHW_F","Freshwater Fish","KOR","Korea","NBR","Number","0","Units",,,13,,
"CRITICAL_IND","Number of critically endangered indigenous species","FRESHW_F","Freshwater Fish","KOR","Korea","NBR","Number","0","Units",,,4,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FRESHW_F","Freshwater Fish","KOR","Korea","NBR","Number","0","Units",,,9,,
"THREATENED_IND","Total number of indigenous threatened species","FRESHW_F","Freshwater Fish","KOR","Korea","NBR","Number","0","Units",,,26,,
"THREAT_PERCENT","Threatened species as % of known species","FRESHW_F","Freshwater Fish","KOR","Korea","PC","Percentage","0","Units",,,12.871,,
"TOT_KNOWN","Total number of known species","FRESHW_F","Freshwater Fish","MEX","Mexico","NBR","Number","0","Units",,,505,,
"TOT_KNOWN_IND","Total number of indigenous known species","FRESHW_F","Freshwater Fish","MEX","Mexico","NBR","Number","0","Units",,,289,,
"ENDANGERED","Number of endangered species","FRESHW_F","Freshwater Fish","MEX","Mexico","NBR","Number","0","Units",,,73,,
"CRITICAL","Number of critically endangered species","FRESHW_F","Freshwater Fish","MEX","Mexico","NBR","Number","0","Units",,,12,,
"VULNERABLE","Number of vulnerable species","MARINE_F","Marine Fish","MEX","Mexico","NBR","Number","0","Units",,,2,,
"VULNERABLE","Number of vulnerable species","FRESHW_F","Freshwater Fish","MEX","Mexico","NBR","Number","0","Units",,,65,,
"THREATENED","Total number of threatened species","FRESHW_F","Freshwater Fish","MEX","Mexico","NBR","Number","0","Units",,,150,,
"ENDANGERED_IND","Number of endangered indigenous species","FRESHW_F","Freshwater Fish","MEX","Mexico","NBR","Number","0","Units",,,67,,
"CRITICAL_IND","Number of critically endangered indigenous species","FRESHW_F","Freshwater Fish","MEX","Mexico","NBR","Number","0","Units",,,8,,
"VULNERABLE_IND","Number of vulnerable indigenous species","FRESHW_F","Freshwater Fish","MEX","Mexico","NBR","Number","0","Units",,,56,,
"THREATENED_IND","Total number of indigenous threatened species","FRESHW_F","Freshwater Fish","MEX","Mexico","NBR","Number","0","Units",,,131,,
"THREAT_PERCENT","Threatened species as % of known species","FRESHW_F","Freshwater Fish","MEX","Mexico","PC","Percentage","0","Units",,,29.703,,
"IND_PERCENT","Threatened indigenous species as % of indigenous spec.","FRESHW_F","Freshwater Fish","MEX","Mexico","PC","Percentage","0","Units",,,45.329,,
"ENDANGERED","Number of endangered species","FISH_TOT","Fish","CHE","Switzerland","NBR","Number","0","Units",,,5,,
"ENDANGERED","Number of endangered species","FRESHW_F","Freshwater Fish","CHE","Switzerland","NBR","Number","0","Units",,,5,,
"CRITICAL","Number of critically endangered species","FISH_TOT","Fish","CHE","Switzerland","NBR","Number","0","Units",,,6,,
"CRITICAL","Number of critically endangered species","FRESHW_F","Freshwater Fish","CHE","Switzerland","NBR","Number","0","Units",,,6,,
"VULNERABLE","Number of vulnerable species","FISH_TOT","Fish","CHE","Switzerland","NBR","Number","0","Units",,,13,,
"VULNERABLE","Number of vulnerable species","FRESHW_F","Freshwater Fish","CHE","Switzerland","NBR","Number","0","Units",,,13,,
"THREATENED","Total number of threatened species","FISH_TOT","Fish","CHE","Switzerland","NBR","Number","0","Units",,,24,,
"THREATENED","Total number of threatened species","FRESHW_F","Freshwater Fish","CHE","Switzerland","NBR","Number","0","Units",,,24,,
"THREAT_PERCENT","Threatened species as % of known species","FISH_TOT","Fish","CHE","Switzerland","PC","Percentage","0","Units",,,34.286,,
"THREAT_PERCENT","Threatened species as % of known species","FRESHW_F","Freshwater Fish","CHE","Switzerland","PC","Percentage","0","Units",,,34.286,,
"TOT_KNOWN","Total number of known species","FISH_TOT","Fish","COL","Colombia","NBR","Number","0","Units",,,3435,,
"TOT_KNOWN","Total number of known species","MARINE_F","Marine Fish","COL","Colombia","NBR","Number","0","Units",,,2000,,
"TOT_KNOWN","Total number of known species","FRESHW_F","Freshwater Fish","COL","Colombia","NBR","Number","0","Units",,,1435,,
"TOT_KNOWN_IND","Total number of indigenous known species","FRESHW_F","Freshwater Fish","COL","Colombia","NBR","Number","0","Units",,,311,,
"ENDANGERED","Number of endangered species","FISH_TOT","Fish","COL","Colombia","NBR","Number","0","Units",,,10,,
"ENDANGERED","Number of endangered species","MARINE_F","Marine Fish","COL","Colombia","NBR","Number","0","Units",,,7,,
"ENDANGERED","Number of endangered species","FRESHW_F","Freshwater Fish","COL","Colombia","NBR","Number","0","Units",,,10,,
"CRITICAL","Number of critically endangered species","FISH_TOT","Fish","COL","Colombia","NBR","Number","0","Units",,,4,,
"CRITICAL","Number of critically endangered species","MARINE_F","Marine Fish","COL","Colombia","NBR","Number","0","Units",,,6,,
"CRITICAL","Number of critically endangered species","FRESHW_F","Freshwater Fish","COL","Colombia","NBR","Number","0","Units",,,7,,
"VULNERABLE","Number of vulnerable species","FISH_TOT","Fish","COL","Colombia","NBR","Number","0","Units",,,67,,
"VULNERABLE","Number of vulnerable species","MARINE_F","Marine Fish","COL","Colombia","NBR","Number","0","Units",,,43,,
"VULNERABLE","Number of vulnerable species","FRESHW_F","Freshwater Fish","COL","Colombia","NBR","Number","0","Units",,,92,,
"THREATENED","Total number of threatened species","FISH_TOT","Fish","COL","Colombia","NBR","Number","0","Units",,,81,,
"THREATENED","Total number of threatened species","MARINE_F","Marine Fish","COL","Colombia","NBR","Number","0","Units",,,56,,
"THREATENED","Total number of threatened species","FRESHW_F","Freshwater Fish","COL","Colombia","NBR","Number","0","Units",,,109,,
"THREAT_PERCENT","Threatened species as % of known species","FISH_TOT","Fish","COL","Colombia","PC","Percentage","0","Units",,,2.358,,
"THREAT_PERCENT","Threatened species as % of known species","MARINE_F","Marine Fish","COL","Colombia","PC","Percentage","0","Units",,,2.8,,
"THREAT_PERCENT","Threatened species as % of known species","FRESHW_F","Freshwater Fish","COL","Colombia","PC","Percentage","0","Units",,,7.596,,
"TOT_KNOWN_IND","Total number of indigenous known species","FISH_TOT","Fish","ISR","Israel","NBR","Number","0","Units",,,32,,
"TOT_KNOWN_IND","Total number of indigenous known species","FRESHW_F","Freshwater Fish","ISR","Israel","NBR","Number","0","Units",,,32,,
